Day,NL10636,NL10639,NL10641,NL10643,Average_o3
2018-11-25,1.8499999999999999,1.055,3.9091666666666662,2.2712499999999998,2.2713541666666663
2018-11-26,11.165652173913044,9.269565217391303,11.26304347826087,11.89608695652174,10.89858695652174
2018-11-27,5.230416666666667,5.245833333333334,5.31375,6.48125,5.5678125
2018-11-28,8.077083333333333,8.531666666666666,9.540000000000001,10.257083333333334,9.101458333333333
2018-11-29,22.0625,23.20375,25.235416666666666,27.38291666666667,24.471145833333335
2018-11-30,26.81086956521739,25.03304347826087,22.69782608695652,33.961739130434786,27.125869565217393
2018-12-01,28.006666666666664,29.89,25.452916666666667,34.09875,29.36208333333333
2018-12-02,34.9075,42.600833333333334,40.47416666666667,42.94541666666667,40.23197916666666
2018-12-03,38.5425,47.13,45.63708333333333,47.87083333333334,44.79510416666667
2018-12-04,16.59130434782609,16.8,19.253478260869564,23.59130434782609,19.059021739130436
2018-12-05,3.16,3.0529166666666665,4.06125,4.190416666666667,3.6161458333333334
2018-12-06,20.28291666666667,25.060833333333335,27.857916666666668,26.261666666666667,24.865833333333335
2018-12-07,39.829166666666666,46.947916666666664,47.59625,50.23416666666666,46.151875
2018-12-08,49.1908695652174,58.44869565217391,62.23173913043478,59.82739130434783,57.42467391304348
2018-12-09,54.29958333333334,67.80624999999999,65.44833333333334,65.91166666666668,63.36645833333334
2018-12-10,42.61416666666667,51.12166666666667,51.470416666666665,54.81875,50.00625
2018-12-11,20.349999999999998,27.40625,23.331249999999997,29.14833333333333,25.05895833333333
2018-12-12,4.4421739130434785,5.155217391304348,9.982173913043479,6.070869565217391,6.412608695652175
2018-12-13,11.793333333333335,10.796666666666667,17.165833333333335,13.099166666666667,13.213750000000003
2018-12-14,8.440416666666666,8.152916666666668,11.385833333333332,9.7975,9.444166666666666
2018-12-15,15.074583333333335,15.623333333333333,19.585416666666667,18.214583333333334,17.124479166666667
2018-12-16,12.156956521739131,13.390869565217391,14.91,15.43913043478261,13.974239130434784
2018-12-17,17.48375,17.025000000000002,21.38416666666667,23.73875,19.90791666666667
2018-12-18,22.152916666666666,24.113333333333333,27.57166666666667,28.665833333333335,25.625937500000003
2018-12-19,20.290833333333335,17.899166666666666,17.6575,26.144166666666667,20.497916666666665
2018-12-20,26.7904347826087,28.24478260869565,28.664347826086956,34.94434782608696,29.66097826086957
2018-12-21,37.964999999999996,46.365,47.70458333333334,49.423750000000005,45.364583333333336
2018-12-22,37.307916666666664,50.00625,51.57416666666666,49.67083333333333,47.13979166666666
2018-12-23,28.882499999999997,32.06583333333334,32.300000000000004,37.92583333333334,32.79354166666667
2018-12-24,22.70391304347826,25.024782608695656,20.875652173913043,30.192173913043476,24.699130434782607
2018-12-25,24.809583333333332,27.519583333333333,30.277916666666666,32.23708333333334,28.711041666666667
2018-12-26,9.383750000000001,9.478333333333333,9.803333333333333,12.811666666666667,10.369270833333333
2018-12-27,1.0183333333333333,0.6433333333333333,0.9004166666666666,1.5279166666666668,1.0225
2018-12-28,0.2960869565217391,0.020869565217391306,-0.20130434782608694,0.7373913043478261,0.2132608695652174
2018-12-29,19.374583333333334,22.78375,23.73375,23.751666666666665,22.4109375
2018-12-30,30.435000000000002,36.04833333333333,37.56458333333334,38.80291666666667,35.71270833333334
2018-12-31,24.107083333333335,31.974166666666665,33.134166666666665,33.262499999999996,30.619479166666665
2019-01-01,45.823913043478264,55.36863636363636,57.64739130434782,57.076521739130435,53.97911561264822
2019-01-02,54.98166666666666,64.22458333333334,47.50083333333333,67.80916666666667,58.6290625
2019-01-03,30.865,32.717083333333335,24.9275,41.377916666666664,32.471875
2019-01-04,28.61791666666667,35.549166666666665,35.63875,38.831250000000004,34.65927083333334
2019-01-05,44.78130434782609,52.399565217391306,53.67695652173913,57.37260869565217,52.05760869565217
2019-01-06,33.4,42.48291666666667,38.875416666666666,45.846666666666664,40.15125
2019-01-07,15.291666666666666,17.576249999999998,24.062083333333334,19.672916666666666,19.150729166666665
2019-01-08,55.01636363636363,65.78375,65.77291666666666,64.91142857142857,62.87111471861472
2019-01-09,52.34739130434782,62.142105263157895,42.21782608695652,55.73130434782608,53.109656750572086
2019-01-10,22.217083333333335,22.809583333333332,15.700416666666667,27.14125,21.967083333333335
2019-01-11,31.784166666666668,36.10208333333333,38.65333333333333,35.33208333333334,35.46791666666667
2019-01-12,36.370416666666664,47.986250000000005,50.869166666666665,40.34791666666667,43.8934375
2019-01-13,45.50652173913044,58.62652173913044,58.8704347826087,48.729565217391304,52.93326086956522
2019-01-14,43.434583333333336,52.526250000000005,47.540416666666665,47.695,47.7990625
2019-01-15,23.88625,30.034166666666668,34.1,26.805833333333336,28.706562500000004
2019-01-16,31.53,39.272083333333335,40.58166666666667,34.89958333333333,36.57083333333334
2019-01-17,36.64391304347826,44.90565217391304,43.24217391304347,42.56521739130435,41.83923913043478
2019-01-18,12.356250000000001,11.277083333333332,10.279583333333333,15.665833333333333,12.3946875
2019-01-19,9.344583333333334,9.4475,16.61625,11.08625,11.623645833333333
2019-01-20,12.435833333333333,12.448333333333332,18.87125,13.357916666666666,14.278333333333332
2019-01-21,1.46,1.4460869565217391,1.1678260869565218,2.1160869565217393,1.5475
2019-01-22,7.579583333333333,7.072916666666667,8.870416666666666,8.102500000000001,7.906354166666667
2019-01-23,21.43041666666667,22.412499999999998,31.104736842105265,21.952083333333334,24.224934210526317
2019-01-24,9.393333333333333,9.967083333333333,12.705,11.076666666666666,10.785520833333333
2019-01-25,2.404347826086956,2.1847826086956523,10.466956521739132,3.3460869565217393,4.60054347826087
2019-01-26,31.78833333333333,37.505,43.83583333333333,35.04958333333333,37.044687499999995
2019-01-27,44.45041666666666,55.653333333333336,57.42124999999999,48.08708333333333,51.40302083333333
2019-01-28,36.24791666666667,43.55708333333333,41.81791666666667,39.378750000000004,40.250416666666666
2019-01-29,25.917826086956524,25.590434782608696,27.450869565217392,29.891304347826086,27.21260869565217
2019-01-30,12.907499999999999,15.025,22.675,14.539583333333333,16.286770833333335
2019-01-31,15.999166666666667,20.103529411764704,22.539166666666663,18.19875,19.21015318627451
2019-02-01,11.972500000000002,12.560416666666667,17.713333333333335,12.560416666666667,13.701666666666668
2019-02-02,7.384782608695652,6.88913043478261,7.419130434782609,7.097391304347826,7.197608695652174
2019-02-03,20.567916666666665,23.350416666666664,23.359583333333333,24.892083333333332,23.0425
2019-02-04,24.508750000000003,26.595416666666665,22.545416666666668,26.545,25.048645833333335
2019-02-05,13.445,14.210416666666667,13.192916666666667,15.647916666666667,14.1240625
2019-02-06,12.730869565217391,12.816521739130433,11.287826086956523,13.927826086956523,12.690760869565217
2019-02-07,42.845416666666665,53.59291666666667,50.875,45.687916666666666,48.2503125
2019-02-08,38.263333333333335,45.65625,41.42375,42.225,41.89208333333333
2019-02-09,51.96791666666667,67.8625,66.7525,56.11041666666667,60.67333333333334
2019-02-10,43.869565217391305,57.20434782608696,56.25260869565217,48.39217391304348,51.42967391304348
2019-02-11,34.7975,42.384166666666665,42.54541666666667,40.26541666666667,39.998125
2019-02-12,15.596666666666666,17.36583333333333,25.13083333333333,19.1975,19.322708333333335
2019-02-13,14.4975,13.988333333333335,14.38875,17.276666666666667,15.037812500000001
2019-02-14,7.760869565217392,7.107826086956521,7.523478260869565,9.972173913043479,8.091086956521739
2019-02-15,5.429583333333333,6.354166666666667,7.829583333333333,7.1504166666666675,6.6909375
2019-02-16,10.465416666666666,11.799166666666666,9.359166666666667,13.111666666666666,11.183854166666666
2019-02-17,20.124583333333334,20.28,22.66541666666667,21.583333333333332,21.163333333333334
2019-02-18,15.28608695652174,15.135652173913044,18.667826086956524,19.79173913043478,17.220326086956522
2019-02-19,32.28541666666667,40.660833333333336,39.08416666666667,37.880833333333335,37.4778125
2019-02-20,27.29416666666667,30.179583333333337,26.887083333333333,31.105,28.866458333333338
2019-02-21,14.623333333333333,14.461666666666666,19.58791666666667,17.360416666666666,16.508333333333333
2019-02-22,8.254347826086956,7.041304347826086,11.960869565217392,10.843043478260869,9.524891304347825
2019-02-23,13.251249999999999,12.844583333333333,19.02541666666667,16.069583333333334,15.297708333333334
2019-02-24,16.229583333333334,16.257916666666667,21.131249999999998,19.64625,18.316249999999997
2019-02-25,10.71625,10.328333333333333,10.48,12.847500000000002,11.093020833333334
2019-02-26,7.9195652173913045,7.36695652173913,8.585217391304349,11.113636363636363,8.746343873517787
2019-02-27,8.733333333333333,11.876666666666667,10.16375,11.022916666666667,10.449166666666667
2019-02-28,14.264736842105261,25.370416666666667,23.22083333333333,21.625416666666666,21.120350877192983
2019-03-01,,51.0825,41.333333333333336,45.67263157894737,46.02948830409357
2019-03-02,,35.278260869565216,34.743478260869566,40.84304347826087,36.954927536231885
2019-03-03,,56.129999999999995,54.64208333333334,58.25666666666667,56.34291666666667
2019-03-04,,67.32875,65.18916666666667,68.00916666666667,66.84236111111112
2019-03-05,,56.89041666666666,52.20916666666667,61.54416666666666,56.881249999999994
2019-03-06,,39.807826086956524,37.16130434782609,45.97695652173913,40.98202898550725
2019-03-07,,62.31166666666667,59.30625,62.214999999999996,61.277638888888895
2019-03-08,,66.27125,64.37875,68.25458333333333,66.30152777777776
2019-03-09,,67.36416666666666,68.11916666666667,69.66333333333334,68.38222222222224
2019-03-10,,65.89391304347826,65.70869565217392,68.68434782608696,66.76231884057971
2019-03-11,,67.52842105263157,67.3625,70.92,68.60364035087719
2019-03-12,,53.04458333333333,48.68291666666667,59.30708333333333,53.67819444444444
2019-03-13,,68.9175,68.59333333333333,69.18916666666667,68.89999999999999
2019-03-14,,70.25130434782609,67.08086956521738,70.13608695652174,69.15608695652173
2019-03-15,,52.790416666666665,54.821666666666665,56.69083333333333,54.76763888888888
2019-03-16,,68.51416666666667,66.21208333333333,70.7975,68.50791666666667
2019-03-17,,75.26625,72.78625000000001,75.64416666666666,74.56555555555555
2019-03-18,,63.98739130434783,55.818260869565215,66.50869565217391,62.10478260869565
2019-03-19,,17.1975,14.986666666666666,26.802083333333332,19.66208333333333
2019-03-20,,21.690833333333334,19.264166666666668,29.506249999999998,23.48708333333333
2019-03-21,,27.093333333333334,21.15375,37.22208333333334,28.489722222222223
2019-03-22,,22.726521739130437,25.890434782608697,27.402173913043477,25.339710144927537
2019-03-23,,46.03958333333333,40.584583333333335,47.89833333333333,44.840833333333336
2019-03-24,,60.729166666666664,42.19833333333333,57.229166666666664,53.385555555555555
2019-03-25,,81.60666666666667,70.44875,82.02458333333334,78.02666666666667
2019-03-26,,70.49043478260869,56.13913043478261,69.74869565217391,65.45942028985507
2019-03-27,,56.51958333333334,41.244166666666665,59.974583333333335,52.57944444444445
2019-03-28,,24.055000000000003,24.192083333333333,31.322916666666668,26.523333333333337
2019-03-29,,24.59,17.160833333333333,29.01125,23.58736111111111
2019-03-30,,37.97391304347826,30.28782608695652,39.05826086956522,35.77333333333333
2019-03-31,,72.715,69.10666666666667,71.03916666666667,70.95361111111112
2019-04-01,,61.848333333333336,62.4675,66.29291666666667,63.536249999999995
2019-04-02,,41.04333333333333,41.174166666666665,48.882083333333334,43.69986111111111
2019-04-03,,40.65086956521739,44.966521739130435,48.382173913043474,44.66652173913044
2019-04-04,,29.25375,37.0525,39.147083333333335,35.15111111111111
2019-04-05,,55.94416666666667,60.55833333333334,62.73791666666667,59.74680555555556
2019-04-06,,39.96791666666667,34.95458333333333,42.39541666666667,39.10597222222222
2019-04-07,,76.99826086956521,63.72652173913043,78.23086956521739,72.98521739130435
2019-04-08,,66.8052380952381,57.87916666666666,61.551,62.07846825396825
2019-04-09,,75.675,67.97958333333334,90.89545454545454,78.18334595959595
2019-04-10,,69.15083333333334,66.29541666666667,68.64375,68.03000000000002
2019-04-11,,67.33565217391305,66.37869565217392,66.82782608695652,66.84739130434782
2019-04-12,,60.736250000000005,57.659166666666664,62.22125,60.205555555555556
2019-04-13,,70.14166666666667,66.685,66.55,67.79222222222222
2019-04-14,,64.18916666666667,60.044999999999995,63.89333333333334,62.70916666666667
2019-04-15,,65.2891304347826,64.04826086956521,62.780454545454546,64.03928194993412
2019-04-16,,73.8075,69.03583333333333,69.33416666666666,70.72583333333334
2019-04-17,,40.10916666666667,38.89833333333333,41.05904761904762,40.02218253968254
2019-04-18,,88.19125000000001,83.29291666666667,91.53750000000001,87.6738888888889
2019-04-19,,95.81652173913044,78.72521739130435,98.78434782608696,91.10869565217392
2019-04-20,,109.07666666666667,85.22916666666667,110.15958333333333,101.48847222222223
2019-04-21,,105.77916666666665,85.73208333333334,104.50166666666667,98.67097222222223
2019-04-22,,103.70708333333333,94.10000000000001,104.41416666666667,100.74041666666666
2019-04-23,,94.97304347826088,92.42086956521739,98.7304347826087,95.37478260869567
2019-04-24,,66.25666666666667,64.18095238095238,72.19666666666667,67.54476190476191
2019-04-25,,54.53,54.175000000000004,59.92916666666667,56.2113888888889
2019-04-26,,50.04749999999999,38.83166666666667,57.4975,48.79222222222222
2019-04-27,,61.823913043478264,56.536086956521736,62.910869565217396,60.4236231884058
2019-04-28,,54.20666666666667,45.29750000000001,54.67541666666667,51.39319444444445
2019-04-29,,62.15833333333333,56.20666666666667,61.83291666666667,60.06597222222223
2019-04-30,,86.03333333333335,67.52916666666667,86.76625,80.10958333333333
2019-05-01,,78.01434782608695,53.07782608695652,77.34434782608696,69.47884057971014
2019-05-02,,52.81916666666667,42.815416666666664,55.15833333333333,50.26430555555555
2019-05-03,,78.91583333333334,57.69583333333333,79.08125,71.89763888888889
2019-05-04,,64.06541666666666,53.18375,65.42875,60.89263888888888
2019-05-05,,74.01695652173913,65.76608695652173,77.31565217391304,72.36623188405797
2019-05-06,,50.50208333333333,41.634166666666665,54.449999999999996,48.862083333333324
2019-05-07,,37.51,35.18208333333333,46.75875,39.81694444444444
2019-05-08,,42.84916666666667,49.574999999999996,53.126666666666665,48.51694444444445
2019-05-09,,52.19782608695652,43.73347826086957,57.51347826086956,51.14826086956521
2019-05-10,,74.58166666666666,60.864583333333336,75.32166666666667,70.25597222222223
2019-05-11,,78.79125,67.54166666666667,78.7925,75.04180555555557
2019-05-12,,76.88041666666666,62.08541666666667,78.26833333333333,72.4113888888889
2019-05-13,,65.76782608695653,64.93521739130435,65.82217391304349,65.50840579710146
2019-05-14,,72.23208333333334,71.13666666666667,72.55416666666666,71.97430555555555
2019-05-15,,70.41916666666667,67.31916666666667,72.89166666666667,70.21
2019-05-16,,72.91125,69.64791666666666,72.83791666666666,71.79902777777778
2019-05-17,,40.50260869565218,46.656956521739126,47.92304347826087,45.027536231884056
2019-05-18,,56.25833333333333,45.76499999999999,56.954583333333325,52.992638888888884
2019-05-19,,72.28625000000001,66.09625,70.4325,69.605
2019-05-20,,57.28541666666666,54.46791666666667,61.8825,57.878611111111105
